view_id,customer_id,offer_id,offer_category,channel,viewed_at,was_clicked,placement_id
20000024,2,OFFER_HOME_543,home,email,2025-10-14 13:14:48,0,placement_2
20000025,2,OFFER_HOME_801,home,email,2026-04-23 13:14:48,1,placement_4
20000026,2,OFFER_REWARDS_938,rewards,sms,2026-05-14 13:14:48,0,placement_2
20000027,3,OFFER_HOME_331,home,email,2025-09-15 13:14:48,0,placement_2
20000028,3,OFFER_HOME_387,home,email,2025-12-19 13:14:48,1,placement_2
20000029,3,OFFER_LIFESTYLE_728,lifestyle,email,2026-04-11 13:14:48,0,placement_2
20000030,3,OFFER_HOME_164,home,app,2026-03-17 13:14:48,0,placement_4
20000031,3,OFFER_REWARDS_515,rewards,app,2026-05-17 13:14:48,0,placement_2
20000032,3,OFFER_HOME_902,home,app,2026-05-04 13:14:48,1,placement_3
20000033,3,OFFER_TRAVEL_420,travel,app,2026-03-18 13:14:48,0,placement_1
20000034,3,OFFER_REWARDS_599,rewards,app,2025-11-29 13:14:48,0,placement_1
20000035,3,OFFER_EDUCATION_883,education,email,2026-03-25 13:14:48,0,placement_3
20000036,3,OFFER_HOME_712,home,sms,2026-03-21 13:14:48,0,placement_2
20000037,3,OFFER_HOME_953,home,app,2026-03-14 13:14:48,1,placement_1
20000038,3,OFFER_HOME_524,home,web,2026-04-06 13:14:48,0,placement_2
20000039,3,OFFER_HOME_229,home,sms,2025-10-31 13:14:48,0,placement_2
20000040,3,OFFER_HOME_506,home,sms,2026-06-01 13:14:48,0,placement_2
20000041,3,OFFER_HOME_952,home,sms,2025-07-26 13:14:48,0,placement_3
20000042,3,OFFER_HOME_636,home,web,2026-03-31 13:14:48,0,placement_1
20000043,3,OFFER_HOME_395,home,sms,2025-11-15 13:14:48,1,placement_2
20000044,4,OFFER_LIFESTYLE_511,lifestyle,email,2025-11-05 13:14:48,0,placement_3
20000045,4,OFFER_HOME_352,home,sms,2025-08-30 13:14:48,1,placement_3
20000046,4,OFFER_HOME_856,home,sms,2025-12-14 13:14:48,1,placement_2
20000047,4,OFFER_HOME_787,home,sms,2026-03-12 13:14:48,1,placement_2
20000048,4,OFFER_EDUCATION_412,education,email,2025-11-01 13:14:48,0,placement_3
20000049,4,OFFER_HOME_414,home,email,2025-11-08 13:14:48,0,placement_2
20000050,4,OFFER_REWARDS_895,rewards,app,2025-09-21 13:14:48,0,placement_4
20000051,4,OFFER_LIFESTYLE_531,lifestyle,sms,2025-10-19 13:14:48,0,placement_3
20000052,4,OFFER_TRAVEL_438,travel,email,2026-06-05 13:14:48,0,placement_4
20000053,4,OFFER_HOME_742,home,web,2025-10-03 13:14:48,1,placement_3
20000054,4,OFFER_HOME_295,home,app,2025-10-31 13:14:48,1,placement_2
20000055,4,OFFER_HOME_811,home,sms,2025-11-11 13:14:48,0,placement_3
20000056,4,OFFER_HOME_705,home,email,2026-05-28 13:14:48,0,placement_1
20000057,4,OFFER_EDUCATION_567,education,app,2026-05-26 13:14:48,0,placement_1
20000058,4,OFFER_HOME_104,home,app,2026-03-16 13:14:48,1,placement_3
20000059,4,OFFER_HOME_786,home,email,2026-04-29 13:14:48,0,placement_1
20000060,5,OFFER_HOME_280,home,email,2026-03-23 13:14:48,0,placement_3
20000061,5,OFFER_HOME_485,home,email,2025-10-22 13:14:48,0,placement_4
20000062,5,OFFER_HOME_543,home,email,2025-10-24 13:14:48,1,placement_4
20000063,5,OFFER_HOME_658,home,email,2026-04-03 13:14:48,1,placement_1
20000064,5,OFFER_HOME_311,home,app,2026-04-12 13:14:48,0,placement_1
20000065,5,OFFER_HOME_865,home,web,2025-10-21 13:14:48,1,placement_4
20000066,5,OFFER_HOME_410,home,sms,2026-01-15 13:14:48,0,placement_2
20000067,5,OFFER_HOME_901,home,app,2026-04-22 13:14:48,1,placement_2
20000068,5,OFFER_HOME_235,home,email,2026-04-02 13:14:48,0,placement_2
20000069,5,OFFER_HOME_939,home,email,2026-04-13 13:14:48,1,placement_3
20000070,5,OFFER_HOME_490,home,web,2026-06-05 13:14:48,0,placement_3
20000071,5,OFFER_HOME_898,home,app,2026-02-26 13:14:48,0,placement_3
20000072,5,OFFER_HOME_228,home,app,2026-04-28 13:14:48,0,placement_4
20000073,5,OFFER_HOME_722,home,web,2025-08-11 13:14:48,0,placement_4
20000074,7,OFFER_HOME_788,home,email,2025-07-21 13:14:48,0,placement_4
20000075,7,OFFER_HOME_405,home,email,2026-03-30 13:14:48,0,placement_2
20000076,7,OFFER_HOME_751,home,sms,2025-11-16 13:14:48,1,placement_1
20000077,7,OFFER_HOME_937,home,email,2026-05-19 13:14:48,0,placement_3
20000078,7,OFFER_HOME_163,home,app,2026-03-10 13:14:48,1,placement_3
20000079,7,OFFER_EDUCATION_625,education,email,2026-04-21 13:14:48,0,placement_3
20000080,7,OFFER_HOME_668,home,sms,2026-02-04 13:14:48,1,placement_4
20000081,7,OFFER_HOME_312,home,email,2026-05-15 13:14:48,0,placement_3
20000082,7,OFFER_HOME_656,home,sms,2026-03-16 13:14:48,1,placement_2
20000083,7,OFFER_REWARDS_331,rewards,web,2026-04-28 13:14:48,0,placement_2
20000084,7,OFFER_HOME_450,home,sms,2025-06-11 13:14:48,1,placement_4
20000085,7,OFFER_HOME_214,home,app,2026-04-16 13:14:48,1,placement_1
20000086,7,OFFER_HOME_360,home,email,2025-07-24 13:14:48,1,placement_2
20000087,7,OFFER_EDUCATION_337,education,sms,2026-04-01 13:14:48,1,placement_4
20000088,7,OFFER_HOME_392,home,app,2026-05-28 13:14:48,0,placement_2
20000089,8,OFFER_HOME_652,home,app,2026-05-28 13:14:48,0,placement_2
20000090,8,OFFER_HOME_988,home,email,2025-07-04 13:14:48,0,placement_3
20000091,8,OFFER_LIFESTYLE_134,lifestyle,app,2026-04-30 13:14:48,0,placement_3
20000092,8,OFFER_EDUCATION_468,education,email,2026-04-29 13:14:48,0,placement_4
20000093,8,OFFER_HOME_280,home,sms,2026-05-08 13:14:48,1,placement_3
20000094,8,OFFER_HOME_467,home,web,2026-03-21 13:14:48,0,placement_1
20000095,8,OFFER_LIFESTYLE_912,lifestyle,web,2025-11-20 13:14:48,0,placement_1
20000096,8,OFFER_HOME_921,home,email,2025-09-03 13:14:48,0,placement_3
20000097,8,OFFER_HOME_249,home,web,2026-06-03 13:14:48,0,placement_4
20000098,8,OFFER_HOME_670,home,web,2026-04-07 13:14:48,1,placement_1
20000099,8,OFFER_HOME_625,home,app,2026-05-10 13:14:48,0,placement_3
20000100,8,OFFER_HOME_947,home,web,2026-05-25 13:14:48,0,placement_3
20000101,8,OFFER_HOME_332,home,web,2026-05-29 13:14:48,1,placement_3
20000102,8,OFFER_REWARDS_928,rewards,app,2026-01-06 13:14:48,0,placement_2
20000103,8,OFFER_HOME_554,home,sms,2026-05-07 13:14:48,1,placement_3
20000104,8,OFFER_HOME_135,home,app,2026-04-22 13:14:48,1,placement_2
20000105,8,OFFER_HOME_726,home,web,2025-12-13 13:14:48,1,placement_3
20000106,8,OFFER_HOME_873,home,sms,2025-12-21 13:14:48,0,placement_2
20000107,9,OFFER_TRAVEL_435,travel,app,2026-03-30 13:14:48,0,placement_3
20000108,9,OFFER_HOME_769,home,email,2026-05-12 13:14:48,0,placement_4
20000109,9,OFFER_HOME_412,home,app,2026-03-27 13:14:48,1,placement_2
20000110,9,OFFER_HOME_848,home,web,2026-04-05 13:14:48,1,placement_2
20000111,9,OFFER_HOME_266,home,sms,2026-03-20 13:14:48,0,placement_3
20000112,9,OFFER_REWARDS_746,rewards,sms,2026-03-30 13:14:48,0,placement_2
20000113,9,OFFER_HOME_983,home,web,2026-01-30 13:14:48,1,placement_2
20000114,9,OFFER_HOME_770,home,app,2026-05-09 13:14:48,0,placement_1
20000115,9,OFFER_HOME_699,home,web,2026-05-04 13:14:48,1,placement_4
20000116,9,OFFER_HOME_549,home,sms,2025-11-18 13:14:48,0,placement_3
20000117,9,OFFER_HOME_733,home,sms,2026-05-10 13:14:48,1,placement_1
20000118,9,OFFER_REWARDS_301,rewards,sms,2025-10-01 13:14:48,1,placement_4
20000119,9,OFFER_HOME_623,home,app,2026-03-06 13:14:48,0,placement_4
20000120,9,OFFER_HOME_461,home,app,2026-03-30 13:14:48,0,placement_3
20000121,9,OFFER_HOME_777,home,app,2026-06-02 13:14:48,0,placement_1
20000122,9,OFFER_HOME_294,home,app,2025-06-12 13:14:48,1,placement_3
20000123,9,OFFER_LIFESTYLE_240,lifestyle,web,2026-04-25 13:14:48,0,placement_2
20000124,10,OFFER_EDUCATION_987,education,email,2026-05-31 13:14:48,0,placement_4
20000125,10,OFFER_HOME_396,home,app,2026-05-06 13:14:48,1,placement_3
20000126,10,OFFER_HOME_374,home,email,2025-11-07 13:14:48,0,placement_4
20000127,10,OFFER_TRAVEL_280,travel,app,2026-04-21 13:14:48,0,placement_3
20000128,10,OFFER_HOME_745,home,app,2026-03-17 13:14:48,0,placement_1
20000129,10,OFFER_HOME_427,home,web,2026-05-04 13:14:48,0,placement_1
20000130,10,OFFER_HOME_476,home,email,2026-03-22 13:14:48,0,placement_1
20000131,10,OFFER_HOME_772,home,sms,2026-05-05 13:14:48,1,placement_1
20000132,10,OFFER_HOME_495,home,web,2025-07-08 13:14:48,0,placement_1
20000133,10,OFFER_HOME_594,home,web,2025-08-24 13:14:48,1,placement_2
20000134,10,OFFER_HOME_277,home,sms,2026-05-03 13:14:48,1,placement_2
20000135,10,OFFER_LIFESTYLE_748,lifestyle,sms,2026-04-28 13:14:48,0,placement_3
20000136,10,OFFER_HOME_913,home,app,2026-04-19 13:14:48,0,placement_1
20000137,10,OFFER_HOME_516,home,email,2026-05-18 13:14:48,1,placement_2
20000138,10,OFFER_HOME_700,home,web,2026-03-17 13:14:48,0,placement_1
20000139,10,OFFER_HOME_137,home,email,2025-06-28 13:14:48,1,placement_4
20000140,10,OFFER_HOME_573,home,sms,2025-11-20 13:14:48,1,placement_3
20000141,10,OFFER_EDUCATION_589,education,sms,2026-05-08 13:14:48,0,placement_4
20000142,11,OFFER_HOME_462,home,web,2025-06-08 13:14:48,0,placement_1
20000143,11,OFFER_HOME_162,home,email,2026-03-10 13:14:48,1,placement_4
20000144,11,OFFER_REWARDS_552,rewards,web,2026-04-07 13:14:48,0,placement_1
20000145,11,OFFER_TRAVEL_932,travel,web,2026-05-21 13:14:48,0,placement_1
20000146,11,OFFER_LIFESTYLE_834,lifestyle,app,2026-05-27 13:14:48,0,placement_3
20000147,11,OFFER_HOME_951,home,sms,2026-05-05 13:14:48,0,placement_2
20000148,11,OFFER_HOME_524,home,web,2026-04-12 13:14:48,1,placement_1
20000149,11,OFFER_REWARDS_599,rewards,sms,2026-03-20 13:14:48,0,placement_3
20000150,11,OFFER_LIFESTYLE_700,lifestyle,web,2026-03-24 13:14:48,0,placement_3
20000151,11,OFFER_HOME_326,home,app,2026-03-20 13:14:48,1,placement_1
20000152,11,OFFER_LIFESTYLE_337,lifestyle,app,2026-03-20 13:14:48,0,placement_1
20000153,11,OFFER_HOME_444,home,sms,2026-06-01 13:14:48,1,placement_2
20000154,11,OFFER_HOME_109,home,sms,2026-05-09 13:14:48,1,placement_2
20000155,11,OFFER_REWARDS_615,rewards,sms,2025-06-09 13:14:48,0,placement_2
20000156,11,OFFER_HOME_858,home,web,2026-05-26 13:14:48,0,placement_3
20000157,11,OFFER_HOME_407,home,app,2025-07-03 13:14:48,1,placement_4
20000158,11,OFFER_HOME_549,home,sms,2026-02-11 13:14:48,1,placement_3
20000159,11,OFFER_HOME_545,home,email,2025-10-09 13:14:48,0,placement_3
20000160,11,OFFER_REWARDS_155,rewards,sms,2026-03-11 13:14:48,0,placement_1
20000161,11,OFFER_HOME_572,home,sms,2026-05-05 13:14:48,0,placement_3
20000162,11,OFFER_HOME_598,home,email,2026-05-06 13:14:48,1,placement_4
20000163,12,OFFER_HOME_941,home,web,2026-02-27 13:14:48,1,placement_4
20000164,12,OFFER_HOME_970,home,app,2025-11-20 13:14:48,1,placement_3
20000165,12,OFFER_HOME_114,home,sms,2025-12-15 13:14:48,1,placement_2
20000166,12,OFFER_HOME_806,home,email,2025-12-13 13:14:48,0,placement_1
20000167,12,OFFER_HOME_863,home,sms,2026-04-27 13:14:48,1,placement_2
20000168,12,OFFER_HOME_368,home,sms,2025-09-23 13:14:48,0,placement_1
20000169,12,OFFER_REWARDS_412,rewards,email,2026-06-01 13:14:48,0,placement_2
20000170,12,OFFER_LIFESTYLE_219,lifestyle,app,2026-04-17 13:14:48,0,placement_3
20000171,12,OFFER_REWARDS_460,rewards,sms,2026-05-19 13:14:48,1,placement_1
20000172,12,OFFER_HOME_836,home,app,2026-03-29 13:14:48,0,placement_2
20000173,12,OFFER_HOME_883,home,app,2026-03-03 13:14:48,1,placement_2
20000174,12,OFFER_HOME_464,home,email,2026-05-21 13:14:48,1,placement_4
20000175,12,OFFER_HOME_392,home,email,2026-06-06 13:14:48,0,placement_3
20000176,12,OFFER_HOME_367,home,web,2026-03-18 13:14:48,0,placement_1
20000177,12,OFFER_HOME_744,home,sms,2025-07-23 13:14:48,0,placement_1
20000178,12,OFFER_EDUCATION_892,education,web,2025-06-07 13:14:48,1,placement_1
20000179,13,OFFER_HOME_303,home,web,2025-08-26 13:14:48,0,placement_2
20000180,13,OFFER_HOME_817,home,app,2025-10-08 13:14:48,1,placement_4
20000181,13,OFFER_TRAVEL_173,travel,app,2025-10-04 13:14:48,0,placement_3
20000182,13,OFFER_HOME_208,home,app,2026-02-27 13:14:48,1,placement_2
20000183,13,OFFER_HOME_529,home,email,2025-12-11 13:14:48,0,placement_3
20000184,13,OFFER_HOME_447,home,sms,2026-04-25 13:14:48,0,placement_1
20000185,13,OFFER_HOME_221,home,sms,2026-04-05 13:14:48,0,placement_4
20000186,13,OFFER_REWARDS_474,rewards,email,2026-04-09 13:14:48,0,placement_2
20000187,13,OFFER_HOME_125,home,app,2026-05-08 13:14:48,0,placement_1
20000188,13,OFFER_HOME_206,home,web,2026-04-02 13:14:48,1,placement_1
20000189,13,OFFER_HOME_547,home,web,2026-04-20 13:14:48,1,placement_3
20000190,13,OFFER_HOME_431,home,sms,2026-02-04 13:14:48,0,placement_2
20000191,13,OFFER_HOME_559,home,sms,2026-04-23 13:14:48,1,placement_3
20000192,14,OFFER_HOME_490,home,sms,2026-04-10 13:14:48,0,placement_1
20000193,14,OFFER_HOME_778,home,app,2025-09-15 13:14:48,1,placement_3
20000194,14,OFFER_HOME_543,home,sms,2026-03-27 13:14:48,0,placement_4
20000195,14,OFFER_TRAVEL_178,travel,email,2026-01-28 13:14:48,0,placement_4
20000196,14,OFFER_HOME_975,home,sms,2026-05-04 13:14:48,0,placement_4
20000197,14,OFFER_HOME_821,home,email,2026-04-08 13:14:48,1,placement_1
20000198,14,OFFER_HOME_384,home,app,2026-05-27 13:14:48,0,placement_1
20000199,14,OFFER_HOME_998,home,email,2026-05-12 13:14:48,0,placement_2
20000200,14,OFFER_REWARDS_148,rewards,app,2026-04-17 13:14:48,0,placement_4
20000201,14,OFFER_HOME_337,home,email,2026-03-21 13:14:48,0,placement_3
20000202,14,OFFER_HOME_921,home,app,2026-01-01 13:14:48,0,placement_3
20000203,14,OFFER_HOME_759,home,email,2025-11-03 13:14:48,0,placement_1
20000204,14,OFFER_HOME_179,home,web,2026-01-15 13:14:48,0,placement_4
20000205,14,OFFER_REWARDS_592,rewards,sms,2026-04-29 13:14:48,0,placement_2
20000206,14,OFFER_HOME_744,home,web,2026-03-30 13:14:48,1,placement_2
20000207,14,OFFER_HOME_235,home,email,2026-05-21 13:14:48,1,placement_1
20000208,14,OFFER_LIFESTYLE_202,lifestyle,sms,2025-10-29 13:14:48,1,placement_1
20000209,15,OFFER_HOME_454,home,sms,2025-11-30 13:14:48,1,placement_3
20000210,15,OFFER_HOME_921,home,app,2026-01-10 13:14:48,1,placement_1
20000211,15,OFFER_HOME_612,home,web,2026-03-19 13:14:48,0,placement_2
20000212,15,OFFER_EDUCATION_609,education,web,2026-02-04 13:14:48,0,placement_1
20000213,15,OFFER_HOME_208,home,email,2026-03-24 13:14:48,1,placement_3
20000214,15,OFFER_HOME_900,home,email,2025-11-01 13:14:48,1,placement_3
20000215,15,OFFER_HOME_161,home,email,2025-06-26 13:14:48,1,placement_2
20000216,15,OFFER_LIFESTYLE_639,lifestyle,app,2026-04-11 13:14:48,0,placement_1
20000217,15,OFFER_LIFESTYLE_481,lifestyle,sms,2025-06-26 13:14:48,0,placement_4
20000218,15,OFFER_HOME_882,home,web,2026-03-22 13:14:48,1,placement_1
20000219,15,OFFER_HOME_422,home,email,2026-03-06 13:14:48,0,placement_2
20000220,15,OFFER_TRAVEL_504,travel,web,2025-07-22 13:14:48,0,placement_2
20000221,15,OFFER_HOME_830,home,sms,2025-11-05 13:14:48,1,placement_2
20000222,15,OFFER_HOME_506,home,app,2025-11-17 13:14:48,0,placement_4
20000223,15,OFFER_LIFESTYLE_917,lifestyle,app,2025-08-20 13:14:48,0,placement_3
20000224,15,OFFER_EDUCATION_952,education,email,2026-05-24 13:14:48,1,placement_4
20000225,15,OFFER_HOME_931,home,app,2025-10-09 13:14:48,0,placement_4
20000226,15,OFFER_LIFESTYLE_986,lifestyle,app,2025-09-02 13:14:48,0,placement_4
20000227,15,OFFER_HOME_193,home,email,2026-05-28 13:14:48,1,placement_1
20000228,15,OFFER_HOME_211,home,sms,2026-04-17 13:14:48,0,placement_1
20000229,16,OFFER_REWARDS_694,rewards,email,2026-05-18 13:14:48,0,placement_4
20000230,16,OFFER_HOME_383,home,email,2025-11-02 13:14:48,0,placement_1
20000231,16,OFFER_TRAVEL_396,travel,sms,2026-01-09 13:14:48,0,placement_3
20000232,16,OFFER_LIFESTYLE_560,lifestyle,email,2026-01-27 13:14:48,0,placement_2
20000233,16,OFFER_HOME_735,home,app,2026-05-10 13:14:48,1,placement_1
20000234,16,OFFER_HOME_402,home,sms,2026-04-26 13:14:48,1,placement_1
20000235,16,OFFER_HOME_227,home,app,2025-08-11 13:14:48,1,placement_2
20000236,16,OFFER_HOME_336,home,web,2025-09-24 13:14:48,0,placement_1
20000237,16,OFFER_HOME_838,home,email,2026-04-03 13:14:48,0,placement_1
20000238,16,OFFER_LIFESTYLE_372,lifestyle,email,2026-03-14 13:14:48,0,placement_1
20000239,16,OFFER_HOME_199,home,app,2026-04-07 13:14:48,1,placement_1
20000240,16,OFFER_HOME_373,home,email,2026-03-22 13:14:48,1,placement_3
20000241,16,OFFER_HOME_177,home,email,2026-01-10 13:14:48,0,placement_2
20000242,16,OFFER_EDUCATION_317,education,app,2026-03-17 13:14:48,0,placement_3
20000243,16,OFFER_HOME_409,home,app,2026-05-27 13:14:48,0,placement_1
20000244,16,OFFER_TRAVEL_781,travel,email,2025-07-27 13:14:48,0,placement_4
20000245,16,OFFER_LIFESTYLE_918,lifestyle,email,2026-03-19 13:14:48,0,placement_1
20000246,17,OFFER_TRAVEL_632,travel,app,2025-08-19 13:14:48,1,placement_3
20000247,17,OFFER_HOME_357,home,sms,2025-12-31 13:14:48,1,placement_2
20000248,17,OFFER_HOME_228,home,web,2026-04-19 13:14:48,1,placement_4
20000249,17,OFFER_HOME_694,home,sms,2026-03-25 13:14:48,1,placement_2
20000250,17,OFFER_HOME_344,home,web,2025-09-06 13:14:48,0,placement_3
20000251,17,OFFER_HOME_314,home,email,2025-06-24 13:14:48,0,placement_3
20000252,17,OFFER_HOME_913,home,web,2025-09-15 13:14:48,1,placement_3
20000253,17,OFFER_LIFESTYLE_789,lifestyle,email,2026-04-18 13:14:48,0,placement_2
20000254,17,OFFER_HOME_851,home,web,2026-03-24 13:14:48,0,placement_4
20000255,17,OFFER_HOME_852,home,sms,2026-04-04 13:14:48,0,placement_4
20000256,17,OFFER_HOME_197,home,email,2025-07-02 13:14:48,0,placement_3
20000257,17,OFFER_HOME_407,home,email,2026-04-27 13:14:48,0,placement_3
20000258,17,OFFER_HOME_700,home,sms,2026-03-10 13:14:48,0,placement_1
20000259,17,OFFER_HOME_866,home,web,2026-05-30 13:14:48,1,placement_1
20000260,17,OFFER_HOME_705,home,web,2026-06-05 13:14:48,1,placement_2
20000261,17,OFFER_REWARDS_799,rewards,sms,2026-05-17 13:14:48,0,placement_3
20000262,17,OFFER_HOME_488,home,email,2026-03-29 13:14:48,0,placement_2
20000263,18,OFFER_LIFESTYLE_461,lifestyle,app,2025-12-20 13:14:48,0,placement_2
20000264,18,OFFER_HOME_273,home,email,2026-04-17 13:14:48,0,placement_1
20000265,18,OFFER_HOME_692,home,email,2025-12-15 13:14:48,1,placement_4
20000266,18,OFFER_HOME_661,home,sms,2025-10-31 13:14:48,1,placement_1
20000267,18,OFFER_HOME_486,home,email,2026-05-21 13:14:48,1,placement_1
20000268,18,OFFER_HOME_402,home,web,2025-10-18 13:14:48,1,placement_3
20000269,18,OFFER_HOME_635,home,email,2026-03-11 13:14:48,0,placement_1
20000270,18,OFFER_HOME_809,home,sms,2026-01-17 13:14:48,0,placement_4
20000271,18,OFFER_HOME_414,home,web,2025-09-01 13:14:48,0,placement_3
20000272,18,OFFER_HOME_226,home,web,2025-11-01 13:14:48,1,placement_1
20000273,18,OFFER_HOME_665,home,sms,2026-05-01 13:14:48,0,placement_4
20000274,18,OFFER_HOME_635,home,email,2026-06-02 13:14:48,0,placement_4
20000275,18,OFFER_HOME_852,home,sms,2026-06-01 13:14:48,1,placement_4
20000276,18,OFFER_HOME_768,home,sms,2025-11-15 13:14:48,1,placement_2
20000277,19,OFFER_HOME_496,home,sms,2025-10-26 13:14:48,1,placement_3
20000278,19,OFFER_HOME_711,home,sms,2026-05-03 13:14:48,0,placement_1
20000279,19,OFFER_HOME_475,home,sms,2025-09-16 13:14:48,0,placement_2
20000280,19,OFFER_HOME_957,home,sms,2025-07-04 13:14:48,1,placement_3
20000281,19,OFFER_EDUCATION_487,education,app,2025-08-05 13:14:48,0,placement_2
20000282,19,OFFER_LIFESTYLE_690,lifestyle,web,2026-02-06 13:14:48,0,placement_1
20000283,19,OFFER_HOME_814,home,sms,2025-12-27 13:14:48,0,placement_4
20000284,19,OFFER_HOME_745,home,sms,2026-05-24 13:14:48,1,placement_2
20000285,19,OFFER_HOME_124,home,email,2026-03-28 13:14:48,1,placement_1
20000286,19,OFFER_LIFESTYLE_486,lifestyle,email,2026-03-14 13:14:48,0,placement_4
20000287,19,OFFER_HOME_233,home,sms,2025-08-23 13:14:48,1,placement_4
20000288,19,OFFER_REWARDS_394,rewards,web,2026-05-11 13:14:48,0,placement_2
20000289,19,OFFER_HOME_418,home,email,2025-08-02 13:14:48,1,placement_3
20000290,19,OFFER_HOME_868,home,web,2026-05-06 13:14:48,0,placement_1
20000291,19,OFFER_HOME_176,home,web,2026-05-05 13:14:48,0,placement_3
20000292,19,OFFER_HOME_437,home,app,2026-05-07 13:14:48,0,placement_4
20000293,20,OFFER_TRAVEL_703,travel,email,2026-04-17 13:14:48,0,placement_1
20000294,20,OFFER_HOME_394,home,app,2026-01-26 13:14:48,1,placement_3
20000295,20,OFFER_HOME_796,home,sms,2026-06-02 13:14:48,0,placement_1
20000296,20,OFFER_REWARDS_789,rewards,web,2026-05-11 13:14:48,0,placement_3
20000297,20,OFFER_TRAVEL_603,travel,app,2026-06-06 13:14:48,0,placement_4
20000298,20,OFFER_HOME_348,home,email,2026-04-08 13:14:48,0,placement_1
20000299,20,OFFER_REWARDS_135,rewards,web,2026-04-28 13:14:48,0,placement_1
20000300,20,OFFER_HOME_113,home,email,2026-06-01 13:14:48,1,placement_4
20000301,20,OFFER_HOME_441,home,email,2026-04-22 13:14:48,1,placement_1
20000302,20,OFFER_HOME_732,home,sms,2025-08-06 13:14:48,1,placement_3
20000303,20,OFFER_HOME_191,home,app,2026-03-22 13:14:48,1,placement_2
20000304,20,OFFER_TRAVEL_445,travel,web,2025-07-27 13:14:48,0,placement_4
20000305,20,OFFER_HOME_846,home,email,2025-12-28 13:14:48,0,placement_4
20000306,21,OFFER_HOME_976,home,web,2026-05-23 13:14:48,0,placement_1
20000307,21,OFFER_HOME_764,home,web,2025-08-19 13:14:48,0,placement_3
20000308,21,OFFER_LIFESTYLE_718,lifestyle,sms,2026-02-06 13:14:48,0,placement_2
20000309,21,OFFER_HOME_419,home,sms,2025-08-01 13:14:48,0,placement_3
20000310,21,OFFER_HOME_670,home,app,2025-12-19 13:14:48,0,placement_2
20000311,21,OFFER_HOME_299,home,email,2026-04-21 13:14:48,1,placement_2
20000312,21,OFFER_HOME_181,home,web,2026-04-17 13:14:48,1,placement_1
20000313,21,OFFER_LIFESTYLE_369,lifestyle,sms,2026-02-23 13:14:48,0,placement_2
20000314,21,OFFER_HOME_882,home,email,2026-06-05 13:14:48,1,placement_4
20000315,21,OFFER_EDUCATION_313,education,app,2025-11-16 13:14:48,0,placement_2
20000316,21,OFFER_HOME_899,home,web,2025-06-07 13:14:48,0,placement_2
20000317,21,OFFER_HOME_933,home,email,2026-05-17 13:14:48,0,placement_2
20000318,21,OFFER_HOME_888,home,sms,2025-11-23 13:14:48,1,placement_2
20000319,21,OFFER_HOME_497,home,web,2026-04-20 13:14:48,1,placement_3
20000320,21,OFFER_HOME_866,home,app,2025-12-22 13:14:48,0,placement_2
20000321,22,OFFER_EDUCATION_418,education,app,2026-03-24 13:14:48,0,placement_2
20000322,22,OFFER_HOME_923,home,web,2026-04-12 13:14:48,1,placement_4
20000323,22,OFFER_HOME_101,home,web,2026-04-25 13:14:48,1,placement_4
20000324,22,OFFER_EDUCATION_884,education,sms,2026-02-07 13:14:48,0,placement_1
20000325,22,OFFER_HOME_903,home,sms,2026-05-06 13:14:48,1,placement_1
20000326,22,OFFER_HOME_562,home,email,2026-05-30 13:14:48,1,placement_3
